video_id,video_name,start,duration,text
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,122.29,123.48100000000001,>> I think we should warn the plants.
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,123.481,125.701,">> [LAUGH] I don't think
the plants are going to care."
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,125.701,127.05,">> They are.
They really need sun."
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,127.05,129.389,"I think we all need sun, Mike."
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,129.389,131.20000000000002,">> Eh.
>> So, the idea there is"
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,131.2,134.31,"induction is crucial, and
the inductive bias is crucial."
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,134.31,136.65,"We'll talk about all of this in,
in the course."
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,136.65,137.68,">> Kay.
>> But that's kind of a fundamental"
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,137.68,139.93,"notion behind supervised learning and
machine learning in general."
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,139.93,140.5,>> I agree with that.
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,140.5,141.11,">> Agreed?
>> Yeah."
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,141.11,142.08,">> Al lright, so we're on the same page."
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,142.08,143.26000000000002,So that's supervised learning.
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,143.26,145.82,"Supervised learning, you can talk about
it in these high muckity muck ways, but"
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,145.82,147.98999999999998,"at the end of the day,
it's function approximation."
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,147.99,150.09,"It's figuring out how to take
a bunch of training examples and"
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,150.09,153.05,"coming up with some function
that generalizes beyond"
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,153.05,153.66000000000003,the data that you see.
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,153.66,155.59,">> So, why wouldn't you call
it function induction, then?"
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,157.175,158.77,">> because someone said
supervised learning first."
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,158.77,159.28,"Well, there is a-"
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,159.28,159.85,">> No, no, no, no, no.
Sorry."
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,159.85,163.297,"You said supervised learning is function
approximation and I want to say,"
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,163.297,166.68,"why don't you say supervised
learning is function induction."
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,166.68,168.21,>> As opposed to function approximation?
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,168.21,168.96,>> Yeah.
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,168.96,169.47,>> Okay.
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,169.47,171.84,"It's a
>> Approximate function induction."
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,173.23,175.35299999999998,">> Or induction of approximate, of."
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,175.353,176.061,>> Approximate functions?
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,176.061,176.96,">> Approximate functions,
something like that, yeah."
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,176.96,179.16,">> You don't want to induce
an approximate function,"
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,179.16,180.6,you want to induce the actual function.
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,180.6,181.97,">> Yeah, but sometimes you can't,
>> Yeah."
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,181.97,186.254,">> Because sometimes you think
it's quadratic, but it's not."
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,186.254,187.89999999999998,>> I have that as a plaque on my wall.
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,187.9,189.37,>> You do?
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,189.37,189.96200000000002,>> No.
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,189.962,190.682,>> Yeah I didn't think so.
pqXASFHUfhs,Induction and Deduction - Georgia Tech - Machine Learning,190.682,191.97,Okay so that's supervised learning
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,0.09,2.42,What about unsupervised learning?
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,2.42,4.939,">> Right, so unsupervised learning
we don't get those examples."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,4.939,7.75,"We have just essentially
something like input, and"
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,7.75,11.72,"we have to derive some structure
from them just by looking at"
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,11.72,13.595,"the relationship between
the inputs themselves."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,13.595,17.669,>> Right so give me an example of that.
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,17.669,18.28,>> So.
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,21.06,25.445,"When you're studying different kinds
of animals, say, even as a kid."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,25.445,27.54,">> Mm-hm.
>> You might start to say, oh,"
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,27.54,29.31,"there's these animals that
all look kind of the same."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,29.31,30.27,They're all four-legged.
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,30.27,32.019999999999996,I'm going to call all of them dogs.
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,32.02,34.050000000000004,"Even if they happen to be horses,
or cows, or whatever."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,34.05,36.41,"But I have developed,
without anyone telling me,"
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,36.41,39.029999999999994,"this sort of notion that all
these belong in the same class."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,39.03,40.339,"And it's different
from things like trees."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,41.34,42.7,Which don't have four legs.
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,42.7,46.34,">> Well some do, but I mean, they have,
they both bark, is all I'm saying."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,47.9,48.99,>> Did I really set you up for that?
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,48.99,49.870000000000005,>> Not on purpose.
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,49.87,51.879999999999995,">> I, I'm sorry, I want to apologize
to each and every one of you for that."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,51.88,53.18,But that was pretty good.
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,53.18,54.58,Michael is very good at word play.
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,54.58,56.67,"Which I guess is often
unsupervised as well."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,57.69,58.870999999999995,"No, I get a lot of [LAUGH]."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,58.871,61.06,">> [LAUGH] You certainly
get a lot of feedback."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,61.06,61.64,">> Yeah, that's right."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,61.64,63.52,"So I say, please stop doing that."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,63.52,66.96000000000001,">> So if supervised learning is
about function approximation,"
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,66.96,69.53999999999999,"then unsupervised learning
is about description."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,69.54,71.36,It's about taking a set of data and
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,71.36,74.16,"figuring out how you might divide
it up in one way or the other."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,74.16,76.47,">> Or maybe even summarization
it's not just the description but"
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,76.47,77.42999999999999,it's a shorter description.
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,77.43,78.97000000000001,">> Yeah, it's usually concise."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,78.97,80.51,Compression.
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,80.51,81.85000000000001,>> Compact description.
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,81.85,85.35499999999999,"So I might take a bunch of pixels
like I have here it might say, male."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,85.355,86.81,">> [LAUGH] Wait, wait, wait, wait."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,86.81,87.59,I'm pixels now?
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,88.76,89.57000000000001,>> As far as we can tell.
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,89.57,90.61999999999999,>> That's fine.
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,90.62,91.56,">> I however, am not pixels."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,91.56,92.44,I know I'm not pixels.
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,92.44,93.56,"I'm pretty sure the rest
of you are pixels."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,93.56,94.77,">> That's right.
>> So I have a bunch of pixels, and"
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,94.77,96.252,I might say male.
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,96.252,97.75,And or I might say female.
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,97.75,98.97,Or I might say dog.
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,98.97,100.16,Or I might say tree.
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,100.16,103.03,"But, the point is I don't have a bunch
of labels that say dog, tree, male,"
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,103.03,103.55,or female.
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,103.55,107.78999999999999,"I just decide that pixels like
this belong with pixels like this."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,107.79,110.98,"As opposed to pixels like something
else that I'm pointing to behind me."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,110.98,113.88000000000001,">> Yeah we're living in a world right
now that is devoid of any other objects."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,113.88,114.66,"Oh, chairs!"
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,114.66,115.39999999999999,">> Chairs!
Right."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,115.4,118.94000000000001,"So these pixels are very different
than those pixels because of"
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,118.94,120.87,"where they are relative
to the other pixels."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,120.87,122.17,"Say, right?"
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,122.17,122.96000000000001,"So, if you were looking-"
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,122.96,125.25,">> I'm not sure that's helping me
understand unsupervised learning."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,125.25,126.19,">> Go out and, go outside and"
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,126.19,130.19,"look at a crowd of people and try to
decide how you might divide them up."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,130.19,131.82999999999998,"Maybe you'll divide
them up by ethnicity."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,131.83,135.84,"Maybe you'll divide them up by
whether they have purposefully shaven"
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,135.84,139.56,"their hair in order to mock the bald or
whether they have curly hair."
1qtfILYSDJY,Unsupervised Learning - Georgia Tech - Machine Learning,139.56,141.88,"Maybe you'll divide them
up by whether they have"
